,dataset,participant,muscle,test,mvc
15636,Sylvain_2015,157,middle trapezius,test 12,0.15337316519327415
15637,Sylvain_2015,157,middle trapezius,test 13,0.31017553008723187
15638,Sylvain_2015,157,middle trapezius,test 14,0.4824529784809177
15639,Sylvain_2015,157,lower trapezius,test 00,0.04825647901097812
15640,Sylvain_2015,157,lower trapezius,test 01,0.22602623043742032
15641,Sylvain_2015,157,lower trapezius,test 02,0.14244191723845986
15642,Sylvain_2015,157,lower trapezius,test 03,0.2291989303052636
15643,Sylvain_2015,157,lower trapezius,test 04,0.08353894169273418
15644,Sylvain_2015,157,lower trapezius,test 05,0.13753885370302946
15645,Sylvain_2015,157,lower trapezius,test 06,0.11776349056138312
15646,Sylvain_2015,157,lower trapezius,test 07,0.14983771294859188
15647,Sylvain_2015,157,lower trapezius,test 08,0.1686236125931935
15648,Sylvain_2015,157,lower trapezius,test 09,0.31003883160618156
15649,Sylvain_2015,157,lower trapezius,test 10,0.11441215215507468
15650,Sylvain_2015,157,lower trapezius,test 11,0.11108717466811786
15651,Sylvain_2015,157,lower trapezius,test 12,0.08462906192467116
15652,Sylvain_2015,157,lower trapezius,test 13,0.07000729594081599
15653,Sylvain_2015,157,lower trapezius,test 14,0.2482706234615983
15654,Sylvain_2015,157,middle deltoid,test 00,0.17883963750917933
15655,Sylvain_2015,157,middle deltoid,test 01,0.13570708429321243
15656,Sylvain_2015,157,middle deltoid,test 02,0.14675405245841291
15657,Sylvain_2015,157,middle deltoid,test 03,0.21089941968389928
15658,Sylvain_2015,157,middle deltoid,test 04,0.21035317233240508
15659,Sylvain_2015,157,middle deltoid,test 05,0.08241713653218219
15660,Sylvain_2015,157,middle deltoid,test 06,0.035024813611993895
15661,Sylvain_2015,157,middle deltoid,test 07,0.07030395414728464
15662,Sylvain_2015,157,middle deltoid,test 08,0.2899638124330733
15663,Sylvain_2015,157,middle deltoid,test 09,0.16086586215257123
15664,Sylvain_2015,157,middle deltoid,test 10,0.05170782236167039
15665,Sylvain_2015,157,middle deltoid,test 11,0.22171614800133363
15666,Sylvain_2015,157,middle deltoid,test 12,0.019513764811084907
15667,Sylvain_2015,157,middle deltoid,test 13,0.024007275269361538
15668,Sylvain_2015,157,middle deltoid,test 14,0.1916846368992668
15669,Sylvain_2015,157,posterior deltoid,test 00,0.09233552911118072
15670,Sylvain_2015,157,posterior deltoid,test 01,0.19160604231189354
15671,Sylvain_2015,157,posterior deltoid,test 02,0.22839493414614734
15672,Sylvain_2015,157,posterior deltoid,test 03,0.15603943624399702
15673,Sylvain_2015,157,posterior deltoid,test 04,0.14286690373511227
15674,Sylvain_2015,157,posterior deltoid,test 05,0.14276214185641606
15675,Sylvain_2015,157,posterior deltoid,test 06,0.15882358830755172
15676,Sylvain_2015,157,posterior deltoid,test 07,0.020191303673787613
15677,Sylvain_2015,157,posterior deltoid,test 08,0.19642929271865942
15678,Sylvain_2015,157,posterior deltoid,test 09,0.121153392943528
15679,Sylvain_2015,157,posterior deltoid,test 10,0.12339304551405543
15680,Sylvain_2015,157,posterior deltoid,test 11,0.1523185073385254
15681,Sylvain_2015,157,posterior deltoid,test 12,0.03721970953820058
15682,Sylvain_2015,157,posterior deltoid,test 13,0.009318440473691375
15683,Sylvain_2015,157,posterior deltoid,test 14,0.22585253522050597
15684,Sylvain_2015,157,pectoralis major,test 00,0.05745276934485508
15685,Sylvain_2015,157,pectoralis major,test 01,0.016650236575495744
15686,Sylvain_2015,157,pectoralis major,test 02,0.007262850391829262
15687,Sylvain_2015,157,pectoralis major,test 03,0.046296646769356645
15688,Sylvain_2015,157,pectoralis major,test 04,0.02175039848621034
15689,Sylvain_2015,157,pectoralis major,test 05,0.026595407232230747
15690,Sylvain_2015,157,pectoralis major,test 06,0.048156355773248574
15691,Sylvain_2015,157,pectoralis major,test 07,0.11963029100535677
15692,Sylvain_2015,157,pectoralis major,test 08,0.023921378463592297
15693,Sylvain_2015,157,pectoralis major,test 09,0.011360660239685997
15694,Sylvain_2015,157,pectoralis major,test 10,0.05036514739962353
15695,Sylvain_2015,157,pectoralis major,test 11,0.046875717883313496
15696,Sylvain_2015,157,pectoralis major,test 12,0.04213204558990681
15697,Sylvain_2015,157,pectoralis major,test 13,0.11609538701739044
15698,Sylvain_2015,157,pectoralis major,test 14,0.012871043468831353
15699,Sylvain_2015,157,serratus anterior,test 00,0.15487029128121366
15700,Sylvain_2015,157,serratus anterior,test 01,0.0416585468985813
15701,Sylvain_2015,157,serratus anterior,test 02,0.12216144336243116
15702,Sylvain_2015,157,serratus anterior,test 03,0.12329942621227098
15703,Sylvain_2015,157,serratus anterior,test 04,0.20176046051292204
15704,Sylvain_2015,157,serratus anterior,test 05,0.0770120930524138
15705,Sylvain_2015,157,serratus anterior,test 06,0.07958161736990169
15706,Sylvain_2015,157,serratus anterior,test 07,0.10274062812350566
15707,Sylvain_2015,157,serratus anterior,test 08,0.21593181487604848
15708,Sylvain_2015,157,serratus anterior,test 09,0.09528293702223209
15709,Sylvain_2015,157,serratus anterior,test 10,0.039150886483693276
15710,Sylvain_2015,157,serratus anterior,test 11,0.12675618788162735
15711,Sylvain_2015,157,serratus anterior,test 12,0.07220691422871034
15712,Sylvain_2015,157,serratus anterior,test 13,0.10145031950559721
15713,Sylvain_2015,157,serratus anterior,test 14,0.20641220358886933
15714,Sylvain_2015,157,latissimus dorsi,test 00,0.018325504902426962
15715,Sylvain_2015,157,latissimus dorsi,test 01,0.16780318232992503
15716,Sylvain_2015,157,latissimus dorsi,test 02,0.026778127809105608
15717,Sylvain_2015,157,latissimus dorsi,test 03,0.02174115860354733
15718,Sylvain_2015,157,latissimus dorsi,test 04,0.018043262723636558
15719,Sylvain_2015,157,latissimus dorsi,test 05,0.21055646085603844
15720,Sylvain_2015,157,latissimus dorsi,test 06,0.18741453094906926
15721,Sylvain_2015,157,latissimus dorsi,test 07,0.04268647947705735
15722,Sylvain_2015,157,latissimus dorsi,test 08,0.018296789553735954
15723,Sylvain_2015,157,latissimus dorsi,test 09,0.017565341831779848
15724,Sylvain_2015,157,latissimus dorsi,test 10,0.14984059859707635
15725,Sylvain_2015,157,latissimus dorsi,test 11,0.018779081512035167
15726,Sylvain_2015,157,latissimus dorsi,test 12,0.17910700414449393
15727,Sylvain_2015,157,latissimus dorsi,test 13,0.03903521287837502
15728,Sylvain_2015,157,latissimus dorsi,test 14,0.04328319385080023
15729,Sylvain_2015,157,supraspinatus,test 00,0.07861726608687102
15730,Sylvain_2015,157,supraspinatus,test 01,0.04818250545473763
15731,Sylvain_2015,157,supraspinatus,test 02,0.10272954224239687
15732,Sylvain_2015,157,supraspinatus,test 03,0.08301578835427814
15733,Sylvain_2015,157,supraspinatus,test 04,0.09433256307978626
15734,Sylvain_2015,157,supraspinatus,test 05,0.03778521119372618
15735,Sylvain_2015,157,supraspinatus,test 06,0.04981541257362366
15736,Sylvain_2015,157,supraspinatus,test 07,0.022951741283253318
15737,Sylvain_2015,157,supraspinatus,test 08,0.1627854388447971
15738,Sylvain_2015,157,supraspinatus,test 09,0.1184171623206062
15739,Sylvain_2015,157,supraspinatus,test 10,0.004488737762391896
15740,Sylvain_2015,157,supraspinatus,test 11,0.09080541825304814
15741,Sylvain_2015,157,supraspinatus,test 12,0.003938233754306801
15742,Sylvain_2015,157,supraspinatus,test 13,0.03166863449094457
15743,Sylvain_2015,157,supraspinatus,test 14,0.09706049537527378
15744,Sylvain_2015,157,infraspinatus,test 00,0.07817935295895428
15745,Sylvain_2015,157,infraspinatus,test 01,0.07068255972546007
15746,Sylvain_2015,157,infraspinatus,test 02,0.11033872627201662
15747,Sylvain_2015,157,infraspinatus,test 03,0.11141113564472517
15748,Sylvain_2015,157,infraspinatus,test 04,0.08839731411820331
15749,Sylvain_2015,157,infraspinatus,test 05,0.03629984194343281
15750,Sylvain_2015,157,infraspinatus,test 06,0.0489071425978087
15751,Sylvain_2015,157,infraspinatus,test 07,0.07249625815482531
15752,Sylvain_2015,157,infraspinatus,test 08,0.09562452903876187
15753,Sylvain_2015,157,infraspinatus,test 09,0.1457872599461863
15754,Sylvain_2015,157,infraspinatus,test 10,0.007817137113099448
15755,Sylvain_2015,157,infraspinatus,test 11,0.09803989441294991
15756,Sylvain_2015,157,infraspinatus,test 12,0.0042883325418140265
15757,Sylvain_2015,157,infraspinatus,test 13,0.003276074801730649
15758,Sylvain_2015,157,infraspinatus,test 14,0.1302925880317233
15759,Sylvain_2015,157,subscapularis,test 00,0.05639784259628852
15760,Sylvain_2015,157,subscapularis,test 01,0.022926184480817294
15761,Sylvain_2015,157,subscapularis,test 02,0.0454506394448764
15762,Sylvain_2015,157,subscapularis,test 03,0.034397901437137876
15763,Sylvain_2015,157,subscapularis,test 04,0.050027214313261015
15764,Sylvain_2015,157,subscapularis,test 05,0.015533538533197068
15765,Sylvain_2015,157,subscapularis,test 06,0.014435367213527056
15766,Sylvain_2015,157,subscapularis,test 07,0.023508445746160178
15767,Sylvain_2015,157,subscapularis,test 08,0.06299812817941967
15768,Sylvain_2015,157,subscapularis,test 09,0.0427211391021592
15769,Sylvain_2015,157,subscapularis,test 10,0.08321203700180697
15770,Sylvain_2015,157,subscapularis,test 11,0.04952921441588538
15771,Sylvain_2015,157,subscapularis,test 12,0.02803415478122714
15772,Sylvain_2015,157,subscapularis,test 13,0.02791681112269759
15773,Sylvain_2015,157,subscapularis,test 14,0.009643134794821538
15774,Sylvain_2015,158,upper trapezius,test 00,0.2938441593318067
15775,Sylvain_2015,158,upper trapezius,test 01,0.17494544829142852
15776,Sylvain_2015,158,upper trapezius,test 02,0.19885990373715773
15777,Sylvain_2015,158,upper trapezius,test 03,0.18901084027712753
15778,Sylvain_2015,158,upper trapezius,test 04,0.2453257172637109
15779,Sylvain_2015,158,upper trapezius,test 05,0.1111083775411497
15780,Sylvain_2015,158,upper trapezius,test 06,0.00931208976708189
15781,Sylvain_2015,158,upper trapezius,test 07,0.010040221171412572
15782,Sylvain_2015,158,upper trapezius,test 08,0.06967899925352704
15783,Sylvain_2015,158,upper trapezius,test 09,0.06822852290232641
15784,Sylvain_2015,158,upper trapezius,test 10,0.02022848595780687
15785,Sylvain_2015,158,upper trapezius,test 11,0.26684950097751975
15786,Sylvain_2015,158,upper trapezius,test 12,0.035915608863579675
15787,Sylvain_2015,158,upper trapezius,test 13,0.024206972465518235
15788,Sylvain_2015,158,upper trapezius,test 14,0.2441913138242972
15789,Sylvain_2015,158,middle trapezius,test 00,0.3328108901117292
15790,Sylvain_2015,158,middle trapezius,test 01,0.3344749482112401
15791,Sylvain_2015,158,middle trapezius,test 02,0.3819178208210078
15792,Sylvain_2015,158,middle trapezius,test 03,0.3812774171471828
15793,Sylvain_2015,158,middle trapezius,test 04,0.38039740714577214
15794,Sylvain_2015,158,middle trapezius,test 05,0.22057627345933062
15795,Sylvain_2015,158,middle trapezius,test 06,0.22626642228502017
15796,Sylvain_2015,158,middle trapezius,test 07,0.12982206568037916
15797,Sylvain_2015,158,middle trapezius,test 08,0.17274099598866985
15798,Sylvain_2015,158,middle trapezius,test 09,0.339398708159815
15799,Sylvain_2015,158,middle trapezius,test 10,0.04844772034339733
15800,Sylvain_2015,158,middle trapezius,test 11,0.3973213469518111
15801,Sylvain_2015,158,middle trapezius,test 12,0.021939286024640552
15802,Sylvain_2015,158,middle trapezius,test 13,0.031801420295275606
15803,Sylvain_2015,158,middle trapezius,test 14,0.45514034220961047
15804,Sylvain_2015,158,lower trapezius,test 00,0.048644068142405614
15805,Sylvain_2015,158,lower trapezius,test 01,0.12390768704892208
15806,Sylvain_2015,158,lower trapezius,test 02,0.05987689573897769
15807,Sylvain_2015,158,lower trapezius,test 03,0.04133590278743611
15808,Sylvain_2015,158,lower trapezius,test 04,0.03524036639305478
15809,Sylvain_2015,158,lower trapezius,test 05,0.16677096704679548
15810,Sylvain_2015,158,lower trapezius,test 06,0.1335856401063798
15811,Sylvain_2015,158,lower trapezius,test 07,0.12343076077524952
15812,Sylvain_2015,158,lower trapezius,test 08,0.01705921006168369
15813,Sylvain_2015,158,lower trapezius,test 09,0.04877109101448528
15814,Sylvain_2015,158,lower trapezius,test 10,0.13287027643979024
15815,Sylvain_2015,158,lower trapezius,test 11,0.033327507761285485
15816,Sylvain_2015,158,lower trapezius,test 12,0.07055280648467244
15817,Sylvain_2015,158,lower trapezius,test 13,0.012727242202604879
15818,Sylvain_2015,158,lower trapezius,test 14,0.05420741217438764
15819,Sylvain_2015,158,middle deltoid,test 00,0.21450602018664502
15820,Sylvain_2015,158,middle deltoid,test 01,0.19484551005313286
15821,Sylvain_2015,158,middle deltoid,test 02,0.2959708281402674
15822,Sylvain_2015,158,middle deltoid,test 03,0.1898951855388644
15823,Sylvain_2015,158,middle deltoid,test 04,0.26044625949093264
15824,Sylvain_2015,158,middle deltoid,test 05,0.1730324279995792
15825,Sylvain_2015,158,middle deltoid,test 06,0.010327552951107382
15826,Sylvain_2015,158,middle deltoid,test 07,0.011600937878078277
15827,Sylvain_2015,158,middle deltoid,test 08,0.14506314432650133
15828,Sylvain_2015,158,middle deltoid,test 09,0.12571111542329863
15829,Sylvain_2015,158,middle deltoid,test 10,0.08431519841559805
15830,Sylvain_2015,158,middle deltoid,test 11,0.262326292238832
15831,Sylvain_2015,158,middle deltoid,test 12,0.05462082701077597
15832,Sylvain_2015,158,middle deltoid,test 13,0.012788719864221285
15833,Sylvain_2015,158,middle deltoid,test 14,0.29319387856488294
15834,Sylvain_2015,158,posterior deltoid,test 00,0.12931752674717956
15835,Sylvain_2015,158,posterior deltoid,test 01,0.3537842366955411
15836,Sylvain_2015,158,posterior deltoid,test 02,0.3795628988504061
15837,Sylvain_2015,158,posterior deltoid,test 03,0.15801217061761996
15838,Sylvain_2015,158,posterior deltoid,test 04,0.15646999657131763
15839,Sylvain_2015,158,posterior deltoid,test 05,0.3400464413169277
15840,Sylvain_2015,158,posterior deltoid,test 06,0.06518954908036714
15841,Sylvain_2015,158,posterior deltoid,test 07,0.013964491496032195
15842,Sylvain_2015,158,posterior deltoid,test 08,0.1771142910836746
15843,Sylvain_2015,158,posterior deltoid,test 09,0.18579326191020928
15844,Sylvain_2015,158,posterior deltoid,test 10,0.1317789668670698
15845,Sylvain_2015,158,posterior deltoid,test 11,0.31017930128448085
15846,Sylvain_2015,158,posterior deltoid,test 12,0.11642083026651494
15847,Sylvain_2015,158,posterior deltoid,test 13,0.007120437814974072
15848,Sylvain_2015,158,posterior deltoid,test 14,0.3367077327903135
15849,Sylvain_2015,158,pectoralis major,test 00,0.007751400113977395
15850,Sylvain_2015,158,pectoralis major,test 01,0.007158050905354644
15851,Sylvain_2015,158,pectoralis major,test 02,0.007498775850630242
15852,Sylvain_2015,158,pectoralis major,test 03,0.04572940993457387
15853,Sylvain_2015,158,pectoralis major,test 04,0.01849499242322035
15854,Sylvain_2015,158,pectoralis major,test 05,0.008670132717514567
15855,Sylvain_2015,158,pectoralis major,test 06,0.0995001420178599
15856,Sylvain_2015,158,pectoralis major,test 07,0.09572278844676341
15857,Sylvain_2015,158,pectoralis major,test 08,0.012995515491860468
15858,Sylvain_2015,158,pectoralis major,test 09,0.008087904862139225
15859,Sylvain_2015,158,pectoralis major,test 10,0.03109580621084094
15860,Sylvain_2015,158,pectoralis major,test 11,0.012204530352159385
15861,Sylvain_2015,158,pectoralis major,test 12,0.05134793458848303
15862,Sylvain_2015,158,pectoralis major,test 13,0.07956618539986564
15863,Sylvain_2015,158,pectoralis major,test 14,0.010696868478956768
15864,Sylvain_2015,158,serratus anterior,test 00,0.07778037148784729
15865,Sylvain_2015,158,serratus anterior,test 01,0.010427537029704491
15866,Sylvain_2015,158,serratus anterior,test 02,0.09187323707199829
15867,Sylvain_2015,158,serratus anterior,test 03,0.08232612304235298
15868,Sylvain_2015,158,serratus anterior,test 04,0.09863495316714085
15869,Sylvain_2015,158,serratus anterior,test 05,0.03572364543440358
15870,Sylvain_2015,158,serratus anterior,test 06,0.055537422149962365
15871,Sylvain_2015,158,serratus anterior,test 07,0.05253135457917622
15872,Sylvain_2015,158,serratus anterior,test 08,0.07423663288625824
15873,Sylvain_2015,158,serratus anterior,test 09,0.0419884624957417
15874,Sylvain_2015,158,serratus anterior,test 10,0.04272931208611722
15875,Sylvain_2015,158,serratus anterior,test 11,0.08980899517286478
15876,Sylvain_2015,158,serratus anterior,test 12,0.034858601450326904
15877,Sylvain_2015,158,serratus anterior,test 13,0.03881299712933464
15878,Sylvain_2015,158,serratus anterior,test 14,0.1083562416278219
15879,Sylvain_2015,158,latissimus dorsi,test 00,0.01064051239031811
15880,Sylvain_2015,158,latissimus dorsi,test 01,0.084903881213952
15881,Sylvain_2015,158,latissimus dorsi,test 02,0.02000905588472724
15882,Sylvain_2015,158,latissimus dorsi,test 03,0.01900687294928803
15883,Sylvain_2015,158,latissimus dorsi,test 04,0.014241600031128109
15884,Sylvain_2015,158,latissimus dorsi,test 05,0.16988707926317304
15885,Sylvain_2015,158,latissimus dorsi,test 06,0.12151626303100799
15886,Sylvain_2015,158,latissimus dorsi,test 07,0.1278721198031833
15887,Sylvain_2015,158,latissimus dorsi,test 08,0.00868509414161133
15888,Sylvain_2015,158,latissimus dorsi,test 09,0.014022474661546264
15889,Sylvain_2015,158,latissimus dorsi,test 10,0.09990534889860246
15890,Sylvain_2015,158,latissimus dorsi,test 11,0.016552462628951506
15891,Sylvain_2015,158,latissimus dorsi,test 12,0.06464392224889774
15892,Sylvain_2015,158,latissimus dorsi,test 13,0.007942466070651752
15893,Sylvain_2015,158,latissimus dorsi,test 14,0.017119943957162907
15894,Sylvain_2015,158,supraspinatus,test 00,0.0049753685040113006
15895,Sylvain_2015,158,supraspinatus,test 01,0.0046276014110033905
15896,Sylvain_2015,158,supraspinatus,test 02,0.004685183367795738
15897,Sylvain_2015,158,supraspinatus,test 03,0.004926249608800021
15898,Sylvain_2015,158,supraspinatus,test 04,0.0051668850682251004
15899,Sylvain_2015,158,supraspinatus,test 05,0.004672315093112164
15900,Sylvain_2015,158,supraspinatus,test 06,0.005059828461827542
15901,Sylvain_2015,158,supraspinatus,test 07,0.005009059879637968
15902,Sylvain_2015,158,supraspinatus,test 08,0.004542848193602296
15903,Sylvain_2015,158,supraspinatus,test 09,0.004528058098408777
15904,Sylvain_2015,158,supraspinatus,test 10,0.004620604329532787
15905,Sylvain_2015,158,supraspinatus,test 11,0.005097670533390141
15906,Sylvain_2015,158,supraspinatus,test 12,0.0046603044033503484
15907,Sylvain_2015,158,supraspinatus,test 13,0.0047809833959439555
15908,Sylvain_2015,158,supraspinatus,test 14,0.004734111284961366
15909,Sylvain_2015,158,infraspinatus,test 00,0.004937346044440014
15910,Sylvain_2015,158,infraspinatus,test 01,0.004607091763348175
15911,Sylvain_2015,158,infraspinatus,test 02,0.004718151927346234
15912,Sylvain_2015,158,infraspinatus,test 03,0.004878896933201759
15913,Sylvain_2015,158,infraspinatus,test 04,0.00516261947518684
15914,Sylvain_2015,158,infraspinatus,test 05,0.004694410392060195
15915,Sylvain_2015,158,infraspinatus,test 06,0.005056556342055244
15916,Sylvain_2015,158,infraspinatus,test 07,0.004987785444505156
15917,Sylvain_2015,158,infraspinatus,test 08,0.004573659186684928
15918,Sylvain_2015,158,infraspinatus,test 09,0.004540738138727334
15919,Sylvain_2015,158,infraspinatus,test 10,0.004661740290158344
15920,Sylvain_2015,158,infraspinatus,test 11,0.005049190400380562
15921,Sylvain_2015,158,infraspinatus,test 12,0.004737093484660154
15922,Sylvain_2015,158,infraspinatus,test 13,0.004813626968463137
15923,Sylvain_2015,158,infraspinatus,test 14,0.0047775526771454205
15924,Sylvain_2015,158,subscapularis,test 00,0.004894345610100277
15925,Sylvain_2015,158,subscapularis,test 01,0.004582986017449411
15926,Sylvain_2015,158,subscapularis,test 02,0.00462829019663019
15927,Sylvain_2015,158,subscapularis,test 03,0.004854384181797747
15928,Sylvain_2015,158,subscapularis,test 04,0.005117180963570602
15929,Sylvain_2015,158,subscapularis,test 05,0.004599960632789298
15930,Sylvain_2015,158,subscapularis,test 06,0.005031406179514155
15931,Sylvain_2015,158,subscapularis,test 07,0.004997824010489323
15932,Sylvain_2015,158,subscapularis,test 08,0.004526235429302665
15933,Sylvain_2015,158,subscapularis,test 09,0.004496880746451474
15934,Sylvain_2015,158,subscapularis,test 10,0.004554489713492006
15935,Sylvain_2015,158,subscapularis,test 11,0.005012781536195463
15936,Sylvain_2015,158,subscapularis,test 12,0.0046376333326160315
15937,Sylvain_2015,158,subscapularis,test 13,0.004753604800076651
15938,Sylvain_2015,158,subscapularis,test 14,0.004710654371189396
15939,Sylvain_2015,159,upper trapezius,test 00,0.011884573897022861
15940,Sylvain_2015,159,upper trapezius,test 01,0.00529630704512228
15941,Sylvain_2015,159,upper trapezius,test 02,0.004755786109297046
15942,Sylvain_2015,159,upper trapezius,test 03,0.043030908854936684
15943,Sylvain_2015,159,upper trapezius,test 04,0.011787959996996387
15944,Sylvain_2015,159,upper trapezius,test 05,0.007768129505673949
15945,Sylvain_2015,159,upper trapezius,test 06,0.14248773663049166
15946,Sylvain_2015,159,upper trapezius,test 07,0.18697190804071798
15947,Sylvain_2015,159,upper trapezius,test 08,0.010014644522336401
15948,Sylvain_2015,159,upper trapezius,test 09,0.004438237347152229
15949,Sylvain_2015,159,upper trapezius,test 10,0.011237904560029438
15950,Sylvain_2015,159,upper trapezius,test 11,0.018932550499951784
15951,Sylvain_2015,159,upper trapezius,test 12,0.09078858558797466
15952,Sylvain_2015,159,upper trapezius,test 13,0.17836530934737782
15953,Sylvain_2015,159,upper trapezius,test 14,0.02219111831268554
15954,Sylvain_2015,159,middle trapezius,test 00,0.025343190727610897
15955,Sylvain_2015,159,middle trapezius,test 01,0.12047294308735679
15956,Sylvain_2015,159,middle trapezius,test 02,0.03945978454652446
15957,Sylvain_2015,159,middle trapezius,test 03,0.037915755938750045
15958,Sylvain_2015,159,middle trapezius,test 04,0.024552946523563983
15959,Sylvain_2015,159,middle trapezius,test 05,0.38455424523505727
15960,Sylvain_2015,159,middle trapezius,test 06,0.31160322881701286
15961,Sylvain_2015,159,middle trapezius,test 07,0.038144760970920136
15962,Sylvain_2015,159,middle trapezius,test 08,0.018790967355663626
15963,Sylvain_2015,159,middle trapezius,test 09,0.023421689893104992
15964,Sylvain_2015,159,middle trapezius,test 10,0.11536315067352088
15965,Sylvain_2015,159,middle trapezius,test 11,0.025145675420789507
15966,Sylvain_2015,159,middle trapezius,test 12,0.29470064818749747
15967,Sylvain_2015,159,middle trapezius,test 13,0.01897778289510886
15968,Sylvain_2015,159,middle trapezius,test 14,0.05294151406075052
15969,Sylvain_2015,159,lower trapezius,test 00,0.750956904486801
15970,Sylvain_2015,159,lower trapezius,test 01,0.2839958117956119
15971,Sylvain_2015,159,lower trapezius,test 02,0.35099525726234015
15972,Sylvain_2015,159,lower trapezius,test 03,0.5572447136331792
15973,Sylvain_2015,159,lower trapezius,test 04,0.5205257692120141
15974,Sylvain_2015,159,lower trapezius,test 05,0.1260061161407435
15975,Sylvain_2015,159,lower trapezius,test 06,0.02378456852864552
15976,Sylvain_2015,159,lower trapezius,test 07,0.10395844694741489
15977,Sylvain_2015,159,lower trapezius,test 08,0.2667440102913568
15978,Sylvain_2015,159,lower trapezius,test 09,0.05644966118912788
15979,Sylvain_2015,159,lower trapezius,test 10,0.025475134305315596
15980,Sylvain_2015,159,lower trapezius,test 11,0.5222421910898614
15981,Sylvain_2015,159,lower trapezius,test 12,0.05752662749288343
15982,Sylvain_2015,159,lower trapezius,test 13,0.1784193209294172
15983,Sylvain_2015,159,lower trapezius,test 14,0.7046175201585273
15984,Sylvain_2015,159,middle deltoid,test 00,0.15927532773453018
15985,Sylvain_2015,159,middle deltoid,test 01,0.13179402481710273
15986,Sylvain_2015,159,middle deltoid,test 02,0.3681827953280915
15987,Sylvain_2015,159,middle deltoid,test 03,0.08000292675956695
15988,Sylvain_2015,159,middle deltoid,test 04,0.08851750968697573
15989,Sylvain_2015,159,middle deltoid,test 05,0.13251812331673934
15990,Sylvain_2015,159,middle deltoid,test 06,0.14818711232115955
15991,Sylvain_2015,159,middle deltoid,test 07,0.10071766610669682
15992,Sylvain_2015,159,middle deltoid,test 08,0.18701534610043102
15993,Sylvain_2015,159,middle deltoid,test 09,0.12519793780905236
15994,Sylvain_2015,159,middle deltoid,test 10,0.05873556398765666
15995,Sylvain_2015,159,middle deltoid,test 11,0.06806793335844827
15996,Sylvain_2015,159,middle deltoid,test 12,0.04645634188644173
15997,Sylvain_2015,159,middle deltoid,test 13,0.02304731469439482
15998,Sylvain_2015,159,middle deltoid,test 14,0.1393337760491932
15999,Sylvain_2015,159,posterior deltoid,test 00,0.14799033708266957
16000,Sylvain_2015,159,posterior deltoid,test 01,0.24652099342098396
16001,Sylvain_2015,159,posterior deltoid,test 02,0.2829187675739449
16002,Sylvain_2015,159,posterior deltoid,test 03,0.11276891211735846
16003,Sylvain_2015,159,posterior deltoid,test 04,0.13177428812199377
16004,Sylvain_2015,159,posterior deltoid,test 05,0.17217134230785822
16005,Sylvain_2015,159,posterior deltoid,test 06,0.04267595503454559
16006,Sylvain_2015,159,posterior deltoid,test 07,0.01592226940353119
16007,Sylvain_2015,159,posterior deltoid,test 08,0.09603872201775879
16008,Sylvain_2015,159,posterior deltoid,test 09,0.0291932323374083
16009,Sylvain_2015,159,posterior deltoid,test 10,0.05162134328827905
16010,Sylvain_2015,159,posterior deltoid,test 11,0.1383803017080846
16011,Sylvain_2015,159,posterior deltoid,test 12,0.08131929034342557
16012,Sylvain_2015,159,posterior deltoid,test 13,0.010304742264547476
16013,Sylvain_2015,159,posterior deltoid,test 14,0.16323800240107225
16014,Sylvain_2015,159,pectoralis major,test 00,0.43546020317532874
16015,Sylvain_2015,159,pectoralis major,test 01,0.23491093020896234
16016,Sylvain_2015,159,pectoralis major,test 02,0.3636113016663766
16017,Sylvain_2015,159,pectoralis major,test 03,0.30684255259921495
16018,Sylvain_2015,159,pectoralis major,test 04,0.3541536347091403
16019,Sylvain_2015,159,pectoralis major,test 05,0.17196688188707063
16020,Sylvain_2015,159,pectoralis major,test 06,0.011187646907277549
16021,Sylvain_2015,159,pectoralis major,test 07,0.02539125609017325
16022,Sylvain_2015,159,pectoralis major,test 08,0.2778514856898925
16023,Sylvain_2015,159,pectoralis major,test 09,0.05716614833895097
16024,Sylvain_2015,159,pectoralis major,test 10,0.017584267558803185
16025,Sylvain_2015,159,pectoralis major,test 11,0.3387571743479133
16026,Sylvain_2015,159,pectoralis major,test 12,0.03807955092346421
16027,Sylvain_2015,159,pectoralis major,test 13,0.012916886572057917
16028,Sylvain_2015,159,pectoralis major,test 14,0.4330560379330549
16029,Sylvain_2015,159,serratus anterior,test 00,0.07350089693497903
16030,Sylvain_2015,159,serratus anterior,test 01,0.01930815995018914
16031,Sylvain_2015,159,serratus anterior,test 02,0.032406094438667724
16032,Sylvain_2015,159,serratus anterior,test 03,0.26306096846061183
16033,Sylvain_2015,159,serratus anterior,test 04,0.16346098777250478
16034,Sylvain_2015,159,serratus anterior,test 05,0.03554759859775117
16035,Sylvain_2015,159,serratus anterior,test 06,0.08588084060145716
16036,Sylvain_2015,159,serratus anterior,test 07,0.1098777923956927
16037,Sylvain_2015,159,serratus anterior,test 08,0.09455692414472065
16038,Sylvain_2015,159,serratus anterior,test 09,0.032001733443440226
16039,Sylvain_2015,159,serratus anterior,test 10,0.010380709484936204
16040,Sylvain_2015,159,serratus anterior,test 11,0.20929914572048877
16041,Sylvain_2015,159,serratus anterior,test 12,0.03962867666630945
16042,Sylvain_2015,159,serratus anterior,test 13,0.10255279198085232
16043,Sylvain_2015,159,serratus anterior,test 14,0.23515956975356786
